meal_id,name,meal_type,calories,protein_g,carbs_g,fats_g,fiber_g,sodium_mg,sugar_g,prep_time_min,is_diabetic_friendly,is_heart_healthy,is_low_sodium,is_low_carb,is_high_protein,is_low_fat,is_soft_food,is_vegetarian,is_gluten_free
419,Soft Boiled Eggs with Soldiers (V27),breakfast,296,16.0,25.1,13.7,2.3,525,14.6,25,1,0,0,1,0,0,1,1,0
420,Oatmeal with Berries (V28),breakfast,299,8.5,51.3,6.4,4.3,735,16.9,25,0,0,0,0,0,1,1,0,0
421,Greek Yogurt Parfait (V28),breakfast,228,13.7,27.5,7.3,1.8,536,11.7,60,1,0,0,1,0,1,1,1,1
422,Scrambled Eggs with Toast (V28),breakfast,326,18.4,28.6,14.3,2.0,188,16.8,30,0,1,1,1,0,0,1,1,0
423,Banana Smoothie (V28),breakfast,236,6.4,45.1,4.3,3.2,167,17.8,15,0,1,1,0,0,1,1,0,0
424,Whole Wheat Pancakes (V28),breakfast,380,11.2,58.1,11.2,3.4,226,13.3,60,0,1,1,0,0,0,1,1,0
425,Fruit Bowl with Granola (V28),breakfast,258,6.0,47.3,5.2,4.3,134,6.8,40,0,1,1,0,0,1,1,0,0
426,Egg White Omelette (V28),breakfast,156,17.4,7.0,5.2,1.7,375,6.0,25,1,1,1,1,0,1,1,1,1
427,Cottage Cheese with Fruit (V28),breakfast,224,15.7,24.7,5.6,2.2,423,17.6,15,1,0,0,1,0,1,1,0,0
428,Avocado Toast (V28),breakfast,311,8.0,30.2,18.1,6.0,530,3.5,40,1,0,0,0,0,0,1,0,0
429,Rice Porridge (V28),breakfast,257,5.2,46.4,4.1,1.0,125,5.0,40,0,1,1,0,0,1,1,0,0
430,Poached Eggs Benedict (V28),breakfast,390,16.4,32.9,18.5,1.0,768,13.5,45,0,0,0,0,0,0,1,0,1
431,Muesli with Almond Milk (V28),breakfast,279,8.7,46.3,7.7,4.8,678,13.7,15,0,0,0,0,0,1,1,1,0
432,Spinach Egg Wrap (V28),breakfast,309,18.3,27.5,11.5,3.4,683,13.4,40,1,0,0,1,0,0,1,0,1
433,Chia Seed Pudding (V28),breakfast,206,6.9,25.9,8.6,6.9,361,2.8,60,1,1,1,1,0,1,1,1,0
434,Soft Boiled Eggs with Soldiers (V28),breakfast,256,13.8,21.7,11.8,2.0,720,10.7,60,1,0,0,1,0,0,1,0,0
435,Oatmeal with Berries (V29),breakfast,277,7.9,47.6,6.0,4.0,788,11.3,40,0,0,0,0,0,1,1,0,1
436,Greek Yogurt Parfait (V29),breakfast,274,16.5,33.0,8.8,2.2,503,3.9,15,1,0,0,0,0,1,1,0,0
437,Scrambled Eggs with Toast (V29),breakfast,292,16.5,25.6,12.8,1.8,717,7.3,40,0,0,0,1,0,0,1,1,0
438,Banana Smoothie (V29),breakfast,205,5.6,39.3,3.7,2.8,628,4.0,20,1,0,0,0,0,1,1,0,0
439,Whole Wheat Pancakes (V29),breakfast,292,8.6,44.7,8.6,2.6,593,19.9,30,0,0,0,0,0,1,1,0,1
440,Fruit Bowl with Granola (V29),breakfast,290,6.8,53.2,5.8,4.8,118,9.4,60,0,1,1,0,0,1,1,0,0
441,Egg White Omelette (V29),breakfast,189,21.0,8.4,6.3,2.1,400,14.9,25,1,1,0,1,1,1,1,0,1
442,Cottage Cheese with Fruit (V29),breakfast,208,14.6,22.9,5.2,2.1,442,14.9,45,1,0,0,1,0,1,1,1,0
443,Avocado Toast (V29),breakfast,327,8.4,31.7,19.0,6.3,423,8.9,45,1,0,0,0,0,0,1,0,1
444,Rice Porridge (V29),breakfast,257,5.1,46.3,4.1,1.0,183,18.2,25,0,1,1,0,0,1,1,1,0
445,Poached Eggs Benedict (V29),breakfast,430,18.1,36.2,20.4,1.1,204,13.6,20,0,0,1,0,0,0,1,0,1
446,Muesli with Almond Milk (V29),breakfast,301,9.4,50.0,8.3,5.2,217,4.1,45,0,1,1,0,0,1,1,0,0
447,Spinach Egg Wrap (V29),breakfast,239,14.2,21.3,8.9,2.7,613,11.5,20,1,0,0,1,0,1,1,0,1
448,Chia Seed Pudding (V29),breakfast,204,6.8,25.6,8.5,6.8,367,7.3,10,1,1,1,1,0,1,1,1,0
449,Soft Boiled Eggs with Soldiers (V29),breakfast,291,15.7,24.7,13.5,2.2,673,12.1,45,1,0,0,1,0,0,1,0,0
450,Oatmeal with Berries (V30),breakfast,243,7.0,41.8,5.2,3.5,376,14.5,15,0,1,1,0,0,1,1,0,1
451,Greek Yogurt Parfait (V30),breakfast,253,15.2,30.4,8.1,2.0,733,12.6,25,1,0,0,0,0,1,1,0,0
452,Scrambled Eggs with Toast (V30),breakfast,354,19.9,31.0,15.5,2.2,140,9.8,60,0,0,1,0,0,0,1,0,1
453,Banana Smoothie (V30),breakfast,211,5.8,40.4,3.8,2.9,217,14.7,10,0,1,1,0,0,1,1,0,0
454,Whole Wheat Pancakes (V30),breakfast,305,9.0,46.8,9.0,2.7,106,4.6,60,0,1,1,0,0,1,1,0,0
455,Fruit Bowl with Granola (V30),breakfast,285,6.7,52.4,5.7,4.8,301,13.6,25,0,1,1,0,0,1,1,1,0
456,Egg White Omelette (V30),breakfast,195,21.8,8.7,6.5,2.2,494,7.6,40,1,1,0,1,1,1,1,0,0
457,Cottage Cheese with Fruit (V30),breakfast,220,15.4,24.3,5.5,2.2,539,19.8,10,1,0,0,1,0,1,1,1,1
458,Avocado Toast (V30),breakfast,353,9.1,34.2,20.5,6.8,475,19.6,20,1,0,0,0,0,0,1,0,0
459,Rice Porridge (V30),breakfast,215,4.3,38.8,3.4,0.9,462,9.0,15,1,1,0,0,0,1,1,0,0
460,Poached Eggs Benedict (V30),breakfast,339,14.3,28.6,16.1,0.9,344,7.2,30,0,0,1,1,0,0,1,0,0
461,Muesli with Almond Milk (V30),breakfast,279,8.7,46.2,7.7,4.8,134,18.0,25,0,1,1,0,0,1,1,0,0
462,Spinach Egg Wrap (V30),breakfast,236,14.0,21.0,8.8,2.6,158,19.3,25,1,1,1,1,0,1,1,1,0
463,Chia Seed Pudding (V30),breakfast,259,8.7,32.5,10.8,8.7,168,4.8,10,1,1,1,0,0,0,1,0,1
464,Soft Boiled Eggs with Soldiers (V30),breakfast,240,12.9,20.3,11.1,1.8,442,9.9,15,1,1,0,1,0,0,1,0,0
465,Oatmeal with Berries (V31),breakfast,252,7.2,43.4,5.4,3.6,440,8.2,25,0,1,0,0,0,1,1,1,0
466,Greek Yogurt Parfait (V31),breakfast,253,15.2,30.4,8.1,2.0,484,12.4,60,1,0,0,0,0,1,1,0,1
467,Scrambled Eggs with Toast (V31),breakfast,350,19.7,30.7,15.3,2.2,534,16.1,20,0,0,0,0,0,0,1,0,0
468,Banana Smoothie (V31),breakfast,224,6.1,42.9,4.1,3.1,264,15.2,60,0,1,1,0,0,1,1,1,0
469,Whole Wheat Pancakes (V31),breakfast,344,10.1,52.7,10.1,3.0,758,4.4,20,0,0,0,0,0,0,1,0,0
470,Fruit Bowl with Granola (V31),breakfast,303,7.1,55.6,6.1,5.1,239,2.7,40,0,1,1,0,0,1,1,0,1
471,Egg White Omelette (V31),breakfast,195,21.8,8.7,6.5,2.2,119,10.4,15,1,1,1,1,1,1,1,0,1
472,Cottage Cheese with Fruit (V31),breakfast,197,13.8,21.8,4.9,2.0,403,3.7,25,1,0,0,1,0,1,1,0,0
473,Avocado Toast (V31),breakfast,298,7.7,28.9,17.3,5.8,201,11.4,40,1,0,1,1,0,0,1,0,0
474,Rice Porridge (V31),breakfast,250,5.0,45.2,4.0,1.0,598,12.4,20,0,0,0,0,0,1,1,0,0
475,Poached Eggs Benedict (V31),breakfast,373,15.7,31.5,17.7,1.0,786,15.8,25,0,0,0,0,0,0,1,0,0
476,Muesli with Almond Milk (V31),breakfast,333,10.3,55.1,9.2,5.7,215,2.1,10,0,1,1,0,0,1,1,0,0
477,Spinach Egg Wrap (V31),breakfast,234,13.9,20.8,8.7,2.6,422,10.1,30,1,1,0,1,0,1,1,0,1
478,Chia Seed Pudding (V31),breakfast,256,8.6,32.1,10.7,8.6,213,10.6,30,1,1,1,0,0,0,1,1,0
479,Soft Boiled Eggs with Soldiers (V31),breakfast,262,14.1,22.2,12.1,2.0,419,7.4,60,1,1,0,1,0,0,1,0,0
480,Oatmeal with Berries (V32),breakfast,299,8.6,51.4,6.4,4.3,385,19.2,45,0,1,1,0,0,1,1,0,1
481,Greek Yogurt Parfait (V32),breakfast,287,17.2,34.5,9.2,2.3,587,7.3,45,1,0,0,0,0,1,1,1,0
482,Scrambled Eggs with Toast (V32),breakfast,332,18.7,29.1,14.6,2.1,648,2.1,60,0,0,0,1,0,0,1,0,0
483,Banana Smoothie (V32),breakfast,237,6.5,45.4,4.3,3.2,775,14.6,45,0,0,0,0,0,1,1,1,0
484,Whole Wheat Pancakes (V32),breakfast,296,8.7,45.4,8.7,2.6,483,14.4,45,0,1,0,0,0,1,1,1,0
485,Fruit Bowl with Granola (V32),breakfast,264,6.2,48.6,5.3,4.4,287,12.4,60,0,1,1,0,0,1,1,1,0
486,Egg White Omelette (V32),breakfast,181,20.1,8.1,6.0,2.0,627,14.3,10,1,0,0,1,1,1,1,0,0
487,Cottage Cheese with Fruit (V32),breakfast,212,14.9,23.4,5.3,2.1,287,4.6,15,1,0,1,1,0,1,1,0,0
488,Avocado Toast (V32),breakfast,285,7.4,27.6,16.6,5.5,394,9.2,45,1,0,1,1,0,0,1,0,0
489,Rice Porridge (V32),breakfast,280,5.6,50.5,4.5,1.1,330,10.6,10,0,1,1,0,0,1,1,0,1
490,Poached Eggs Benedict (V32),breakfast,326,13.8,27.5,15.5,0.9,502,8.4,10,0,0,0,1,0,0,1,0,1
491,Muesli with Almond Milk (V32),breakfast,309,9.6,51.2,8.5,5.3,643,10.1,15,0,0,0,0,0,1,1,0,0
492,Spinach Egg Wrap (V32),breakfast,281,16.7,25.0,10.4,3.1,113,10.3,40,1,1,1,1,0,0,1,0,0
493,Chia Seed Pudding (V32),breakfast,243,8.1,30.5,10.2,8.1,359,4.6,45,1,1,1,0,0,0,1,0,0
494,Soft Boiled Eggs with Soldiers (V32),breakfast,233,12.6,19.7,10.8,1.8,389,4.4,15,1,1,1,1,0,0,1,0,0
495,Oatmeal with Berries (V33),breakfast,271,7.8,46.6,5.8,3.9,540,2.0,15,0,0,0,0,0,1,1,0,0
496,Greek Yogurt Parfait (V33),breakfast,257,15.4,30.8,8.2,2.1,308,3.1,15,1,0,1,0,0,1,1,0,0
497,Scrambled Eggs with Toast (V33),breakfast,362,20.4,31.7,15.8,2.3,256,18.8,10,0,0,1,0,1,0,1,0,0
498,Banana Smoothie (V33),breakfast,242,6.6,46.3,4.4,3.3,527,12.3,15,0,0,0,0,0,1,1,0,0
499,Whole Wheat Pancakes (V33),breakfast,381,11.2,58.4,11.2,3.4,723,18.9,20,0,0,0,0,0,0,1,1,0
500,Grilled Chicken Salad,lunch,349,29.9,18.0,16.0,4.0,731,14.2,45,1,0,0,1,1,0,1,1,0
501,Lentil Soup,lunch,293,15.7,42.0,4.2,8.4,635,15.7,10,0,0,0,0,0,1,1,0,0
502,Tuna Sandwich,lunch,353,23.3,33.5,13.0,2.8,751,20.0,10,0,0,0,0,1,0,1,0,0
503,Vegetable Stir Fry with Rice,lunch,400,12.0,58.0,10.0,5.0,652,10.6,60,0,0,0,0,0,0,1,1,0
504,Chicken Noodle Soup,lunch,307,19.2,33.6,7.7,2.9,554,15.8,15,0,0,0,0,0,1,1,0,0
505,Quinoa Bowl with Vegetables,lunch,405,14.9,53.3,12.8,6.4,748,13.8,20,0,0,0,0,0,0,1,0,0
506,Grilled Fish with Vegetables,lunch,326,30.5,16.3,13.1,3.3,272,2.6,10,1,1,1,1,1,0,1,1,0
507,Turkey Wrap,lunch,364,23.6,34.3,12.9,3.2,127,19.5,25,0,1,1,0,1,0,1,0,0
508,Bean and Vegetable Stew,lunch,282,14.6,38.2,5.5,8.2,455,3.5,20,1,1,0,0,0,1,1,0,1
509,Salmon with Sweet Potato,lunch,371,26.5,30.9,12.4,3.5,749,11.8,45,1,0,0,0,1,0,1,0,1
510,Mushroom Risotto,lunch,366,9.6,53.0,11.6,2.9,497,9.4,10,0,0,0,0,0,0,1,0,0
511,Chicken Caesar Salad,lunch,448,31.4,22.4,22.4,3.4,635,15.0,10,0,0,0,1,1,0,1,0,0
512,Vegetable Curry with Rice,lunch,442,10.5,65.3,12.6,5.3,218,15.9,45,0,1,1,0,0,0,1,1,1
513,Minestrone Soup,lunch,276,11.1,42.1,6.6,6.6,601,2.3,20,0,0,0,0,0,1,1,0,0
514,Baked Potato with Tuna,lunch,325,19.9,38.0,7.2,3.6,490,2.3,30,0,1,0,0,0,1,1,0,0
515,Grilled Chicken Salad (V1),lunch,320,27.5,16.5,14.7,3.7,737,12.3,60,1,0,0,1,1,0,1,1,0
516,Lentil Soup (V1),lunch,319,17.1,45.7,4.6,9.1,722,14.2,60,0,0,0,0,0,1,1,0,0
517,Tuna Sandwich (V1),lunch,411,27.1,39.0,15.2,3.3,555,5.7,20,0,0,0,0,1,0,1,0,1
518,Vegetable Stir Fry with Rice (V1),lunch,367,11.0,53.3,9.2,4.6,709,12.9,30,0,0,0,0,0,1,1,0,0
519,Chicken Noodle Soup (V1),lunch,277,17.3,30.4,6.9,2.6,701,19.8,45,0,0,0,0,0,1,1,0,0
520,Quinoa Bowl with Vegetables (V1),lunch,385,14.2,50.7,12.2,6.1,242,12.1,40,0,1,1,0,0,0,1,0,1
521,Grilled Fish with Vegetables (V1),lunch,272,25.4,13.6,10.9,2.7,461,18.1,10,1,1,0,1,1,0,1,0,0
522,Turkey Wrap (V1),lunch,303,19.7,28.6,10.7,2.7,792,11.5,25,0,0,0,1,0,0,1,0,0
523,Bean and Vegetable Stew (V1),lunch,287,14.8,39.0,5.6,8.4,148,19.1,40,1,1,1,0,0,1,1,1,0
524,Salmon with Sweet Potato (V1),lunch,469,33.5,39.1,15.6,4.5,588,14.4,15,1,0,0,0,1,0,1,1,1
525,Mushroom Risotto (V1),lunch,394,10.4,57.2,12.5,3.1,558,2.8,10,0,0,0,0,0,0,1,0,0
526,Chicken Caesar Salad (V1),lunch,369,25.8,18.5,18.5,2.8,672,19.1,40,0,0,0,1,1,0,1,1,0
527,Vegetable Curry with Rice (V1),lunch,458,10.9,67.7,13.1,5.5,309,11.8,40,0,1,1,0,0,0,1,0,1
528,Minestrone Soup (V1),lunch,224,9.0,34.2,5.4,5.4,192,10.7,30,1,1,1,0,0,1,1,1,0
529,Baked Potato with Tuna (V1),lunch,411,25.2,48.1,9.2,4.6,432,11.5,45,0,1,0,0,1,1,1,1,0
530,Grilled Chicken Salad (V2),lunch,318,27.3,16.4,14.5,3.6,351,19.9,60,1,1,1,1,1,0,1,0,0
531,Lentil Soup (V2),lunch,256,13.7,36.6,3.7,7.3,456,9.9,20,1,1,0,0,0,1,1,1,1
532,Tuna Sandwich (V2),lunch,324,21.3,30.7,12.0,2.6,489,5.4,20,0,1,0,0,1,0,1,0,0
533,Vegetable Stir Fry with Rice (V2),lunch,423,12.7,61.5,10.6,5.3,344,19.2,15,0,1,1,0,0,0,1,0,1
534,Chicken Noodle Soup (V2),lunch,317,19.9,34.8,7.9,3.0,451,7.6,40,0,1,0,0,0,1,1,0,0
535,Quinoa Bowl with Vegetables (V2),lunch,341,12.6,44.9,10.8,5.4,699,15.7,30,0,0,0,0,0,0,1,0,1
536,Grilled Fish with Vegetables (V2),lunch,255,23.9,12.8,10.2,2.6,712,8.8,25,1,0,0,1,1,0,1,1,0
537,Turkey Wrap (V2),lunch,311,20.2,29.3,11.0,2.7,421,11.3,60,0,1,0,1,1,0,1,1,0
538,Bean and Vegetable Stew (V2),lunch,266,13.7,36.1,5.2,7.7,550,18.1,30,1,0,0,0,0,1,1,1,0
539,Salmon with Sweet Potato (V2),lunch,407,29.1,33.9,13.6,3.9,766,19.2,10,1,0,0,0,1,0,1,1,0
540,Mushroom Risotto (V2),lunch,365,9.6,52.9,11.5,2.9,503,15.6,20,0,0,0,0,0,0,1,1,0
541,Chicken Caesar Salad (V2),lunch,373,26.1,18.7,18.7,2.8,116,16.2,25,0,0,1,1,1,0,1,0,0
542,Vegetable Curry with Rice (V2),lunch,409,9.7,60.4,11.7,4.9,213,18.2,15,0,1,1,0,0,0,1,0,1
543,Minestrone Soup (V2),lunch,250,10.0,38.1,6.0,6.0,140,2.7,15,1,1,1,0,0,1,1,0,1
544,Baked Potato with Tuna (V2),lunch,379,23.2,44.3,8.4,4.2,679,12.5,20,0,0,0,0,1,1,1,0,0
545,Grilled Chicken Salad (V3),lunch,331,28.4,17.1,15.2,3.8,502,4.6,45,1,0,0,1,1,0,1,0,0
546,Lentil Soup (V3),lunch,312,16.8,44.7,4.5,8.9,504,15.7,45,0,0,0,0,0,1,1,0,0
547,Tuna Sandwich (V3),lunch,346,22.8,32.8,12.8,2.7,320,6.6,60,0,1,1,0,1,0,1,0,0
548,Vegetable Stir Fry with Rice (V3),lunch,364,10.9,52.9,9.1,4.6,604,8.6,15,0,0,0,0,0,1,1,0,0
549,Chicken Noodle Soup (V3),lunch,311,19.5,34.0,7.8,2.9,379,16.9,45,0,1,1,0,0,1,1,0,0
550,Quinoa Bowl with Vegetables (V3),lunch,410,15.1,54.1,13.0,6.5,103,4.7,10,0,1,1,0,0,0,1,0,1
551,Grilled Fish with Vegetables (V3),lunch,281,26.2,14.1,11.2,2.8,680,9.1,30,1,0,0,1,1,0,1,0,1
552,Turkey Wrap (V3),lunch,331,21.4,31.2,11.7,2.9,665,8.5,10,0,0,0,0,1,0,1,0,1
553,Bean and Vegetable Stew (V3),lunch,291,15.1,39.5,5.6,8.5,416,9.9,60,1,1,0,0,0,1,1,1,0
554,Salmon with Sweet Potato (V3),lunch,478,34.2,39.9,16.0,4.6,137,15.2,25,1,0,1,0,1,0,1,0,0
555,Mushroom Risotto (V3),lunch,371,9.8,53.7,11.7,2.9,405,18.1,30,0,0,0,0,0,0,1,0,0
556,Chicken Caesar Salad (V3),lunch,361,25.3,18.1,18.1,2.7,481,8.1,45,0,0,0,1,1,0,1,0,0
557,Vegetable Curry with Rice (V3),lunch,452,10.8,66.7,12.9,5.4,312,11.8,60,0,1,1,0,0,0,1,0,1
558,Minestrone Soup (V3),lunch,253,10.1,38.5,6.1,6.1,301,2.4,15,1,1,1,0,0,1,1,0,0
559,Baked Potato with Tuna (V3),lunch,408,25.0,47.7,9.1,4.5,109,10.7,10,0,1,1,0,1,1,1,0,0
560,Grilled Chicken Salad (V4),lunch,372,31.9,19.2,17.0,4.3,201,16.1,45,1,0,1,1,1,0,1,0,0
561,Lentil Soup (V4),lunch,316,16.9,45.2,4.5,9.0,187,4.9,45,0,1,1,0,0,1,1,0,0
562,Tuna Sandwich (V4),lunch,427,28.2,40.5,15.8,3.4,506,4.3,30,0,0,0,0,1,0,1,0,0
563,Vegetable Stir Fry with Rice (V4),lunch,436,13.1,63.3,10.9,5.5,576,4.6,40,0,0,0,0,0,0,1,0,0
564,Chicken Noodle Soup (V4),lunch,354,22.1,38.7,8.9,3.3,674,15.8,60,0,0,0,0,1,1,1,0,0
565,Quinoa Bowl with Vegetables (V4),lunch,379,14.0,49.9,12.0,6.0,573,4.9,60,0,0,0,0,0,0,1,0,0
566,Grilled Fish with Vegetables (V4),lunch,256,23.9,12.8,10.3,2.6,142,17.1,60,1,1,1,1,1,0,1,0,0
567,Turkey Wrap (V4),lunch,375,24.3,35.3,13.2,3.3,414,11.0,40,0,1,0,0,1,0,1,0,0
568,Bean and Vegetable Stew (V4),lunch,268,13.8,36.4,5.2,7.8,292,7.6,60,1,1,1,0,0,1,1,0,1
569,Salmon with Sweet Potato (V4),lunch,457,32.7,38.2,15.3,4.4,582,19.1,60,1,0,0,0,1,0,1,1,0
570,Mushroom Risotto (V4),lunch,340,9.0,49.3,10.8,2.7,551,13.3,15,0,0,0,0,0,0,1,0,0
571,Chicken Caesar Salad (V4),lunch,435,30.5,21.8,21.8,3.3,618,7.6,45,0,0,0,1,1,0,1,0,0
572,Vegetable Curry with Rice (V4),lunch,471,11.2,69.6,13.5,5.6,309,6.5,60,0,1,1,0,0,0,1,1,0
573,Minestrone Soup (V4),lunch,234,9.4,35.6,5.6,5.6,430,5.4,25,1,1,0,0,0,1,1,0,0
574,Baked Potato with Tuna (V4),lunch,385,23.5,44.9,8.6,4.3,168,3.2,20,0,1,1,0,1,1,1,0,1
575,Grilled Chicken Salad (V5),lunch,332,28.5,17.1,15.2,3.8,296,3.3,40,1,0,1,1,1,0,1,0,0
576,Lentil Soup (V5),lunch,291,15.6,41.7,4.2,8.3,793,15.2,45,0,0,0,0,0,1,1,1,0
577,Tuna Sandwich (V5),lunch,408,26.9,38.7,15.1,3.2,503,7.0,15,0,0,0,0,1,0,1,0,0
578,Vegetable Stir Fry with Rice (V5),lunch,341,10.2,49.5,8.5,4.3,673,11.3,10,0,0,0,0,0,1,1,1,0
579,Chicken Noodle Soup (V5),lunch,365,22.9,40.0,9.1,3.4,780,15.3,15,0,0,0,0,1,1,1,0,1
580,Quinoa Bowl with Vegetables (V5),lunch,382,14.1,50.3,12.1,6.0,682,6.8,15,0,0,0,0,0,0,1,0,0
581,Grilled Fish with Vegetables (V5),lunch,311,29.1,15.6,12.5,3.1,685,14.4,15,1,0,0,1,1,0,1,0,1
582,Turkey Wrap (V5),lunch,296,19.2,27.9,10.5,2.6,329,3.2,10,0,1,1,1,0,0,1,1,0
583,Bean and Vegetable Stew (V5),lunch,321,16.6,43.6,6.2,9.3,466,12.0,30,0,1,0,0,0,1,1,1,0
584,Salmon with Sweet Potato (V5),lunch,388,27.8,32.4,13.0,3.7,172,14.7,60,1,1,1,0,1,0,1,0,0
585,Mushroom Risotto (V5),lunch,351,9.2,50.9,11.1,2.8,357,17.6,10,0,0,1,0,0,0,1,1,0
586,Chicken Caesar Salad (V5),lunch,413,28.9,20.7,20.7,3.1,414,15.3,60,0,0,0,1,1,0,1,1,0
587,Vegetable Curry with Rice (V5),lunch,435,10.4,64.3,12.5,5.2,513,14.2,25,0,0,0,0,0,0,1,0,0
588,Minestrone Soup (V5),lunch,282,11.3,43.0,6.8,6.8,236,10.1,10,0,1,1,0,0,1,1,1,0
589,Baked Potato with Tuna (V5),lunch,372,22.8,43.5,8.3,4.1,361,19.6,10,0,1,1,0,1,1,1,0,0
590,Grilled Chicken Salad (V6),lunch,331,28.4,17.1,15.2,3.8,606,3.5,10,1,0,0,1,1,0,1,0,0
591,Lentil Soup (V6),lunch,274,14.7,39.2,3.9,7.8,172,9.9,20,1,1,1,0,0,1,1,0,0
592,Tuna Sandwich (V6),lunch,395,26.0,37.5,14.6,3.1,269,14.6,30,0,1,1,0,1,0,1,1,1
593,Vegetable Stir Fry with Rice (V6),lunch,445,13.4,64.6,11.1,5.6,579,18.4,60,0,0,0,0,0,0,1,1,1
594,Chicken Noodle Soup (V6),lunch,297,18.6,32.6,7.4,2.8,395,8.4,15,0,1,1,0,0,1,1,0,0
595,Quinoa Bowl with Vegetables (V6),lunch,399,14.7,52.6,12.6,6.3,437,8.7,45,0,1,0,0,0,0,1,0,0
596,Grilled Fish with Vegetables (V6),lunch,329,30.7,16.5,13.2,3.3,542,7.1,60,1,0,0,1,1,0,1,1,0
597,Turkey Wrap (V6),lunch,364,23.6,34.3,12.9,3.2,702,11.4,20,0,0,0,0,1,0,1,0,0
598,Bean and Vegetable Stew (V6),lunch,282,14.6,38.3,5.5,8.2,718,11.7,10,1,0,0,0,0,1,1,0,0
599,Salmon with Sweet Potato (V6),lunch,465,33.2,38.8,15.5,4.4,667,16.2,15,1,0,0,0,1,0,1,0,1
600,Mushroom Risotto (V6),lunch,403,10.6,58.4,12.7,3.2,779,10.0,25,0,0,0,0,0,0,1,1,0
601,Chicken Caesar Salad (V6),lunch,390,27.3,19.5,19.5,2.9,162,7.3,20,0,0,1,1,1,0,1,0,1
602,Vegetable Curry with Rice (V6),lunch,431,10.3,63.7,12.3,5.1,234,3.0,40,0,1,1,0,0,0,1,1,1
603,Minestrone Soup (V6),lunch,233,9.3,35.5,5.6,5.6,102,9.4,15,1,1,1,0,0,1,1,0,0
604,Baked Potato with Tuna (V6),lunch,318,19.4,37.1,7.1,3.5,744,16.2,25,0,0,0,0,0,1,1,0,0
605,Grilled Chicken Salad (V7),lunch,382,32.8,19.7,17.5,4.4,695,10.0,25,1,0,0,1,1,0,1,1,0
606,Lentil Soup (V7),lunch,258,13.9,37.0,3.7,7.4,411,12.0,10,1,1,0,0,0,1,1,0,0
607,Tuna Sandwich (V7),lunch,417,27.5,39.5,15.4,3.3,252,16.9,40,0,0,1,0,1,0,1,0,0
608,Vegetable Stir Fry with Rice (V7),lunch,379,11.4,55.0,9.5,4.7,276,11.1,45,0,1,1,0,0,1,1,1,0
609,Chicken Noodle Soup (V7),lunch,358,22.4,39.2,9.0,3.4,105,12.0,20,0,1,1,0,1,1,1,0,0
610,Quinoa Bowl with Vegetables (V7),lunch,413,15.2,54.4,13.1,6.5,186,17.1,45,0,1,1,0,0,0,1,0,0
611,Grilled Fish with Vegetables (V7),lunch,256,23.9,12.8,10.2,2.6,556,4.9,30,1,0,0,1,1,0,1,0,0
612,Turkey Wrap (V7),lunch,328,21.2,30.9,11.6,2.9,723,4.1,10,0,0,0,0,1,0,1,0,0
613,Bean and Vegetable Stew (V7),lunch,312,16.2,42.4,6.1,9.1,719,11.3,40,0,0,0,0,0,1,1,0,0
614,Salmon with Sweet Potato (V7),lunch,409,29.2,34.1,13.6,3.9,515,18.0,40,1,0,0,0,1,0,1,1,0
615,Mushroom Risotto (V7),lunch,389,10.2,56.4,12.3,3.1,773,11.3,25,0,0,0,0,0,0,1,0,1
616,Chicken Caesar Salad (V7),lunch,369,25.8,18.5,18.5,2.8,226,6.2,45,0,0,1,1,1,0,1,0,0
617,Vegetable Curry with Rice (V7),lunch,481,11.5,71.0,13.8,5.7,236,9.5,40,0,1,1,0,0,0,1,0,0
618,Minestrone Soup (V7),lunch,243,9.7,37.0,5.8,5.8,548,5.7,15,1,0,0,0,0,1,1,0,0
619,Baked Potato with Tuna (V7),lunch,374,22.9,43.7,8.3,4.2,338,4.1,10,0,1,1,0,1,1,1,0,0
620,Grilled Chicken Salad (V8),lunch,343,29.5,17.7,15.7,3.9,381,11.2,30,1,0,1,1,1,0,1,0,0
621,Lentil Soup (V8),lunch,255,13.7,36.5,3.6,7.3,202,9.5,10,1,1,1,0,0,1,1,0,0
622,Tuna Sandwich (V8),lunch,399,26.3,37.9,14.7,3.2,486,12.1,30,0,1,0,0,1,0,1,1,0
623,Vegetable Stir Fry with Rice (V8),lunch,445,13.4,64.6,11.1,5.6,767,14.6,60,0,0,0,0,0,0,1,0,0
624,Chicken Noodle Soup (V8),lunch,352,22.1,38.6,8.8,3.3,598,4.3,40,0,0,0,0,1,1,1,0,0
625,Quinoa Bowl with Vegetables (V8),lunch,343,12.7,45.3,10.9,5.4,528,10.7,20,0,0,0,0,0,0,1,1,0
626,Grilled Fish with Vegetables (V8),lunch,327,30.5,16.4,13.1,3.3,534,7.1,15,1,0,0,1,1,0,1,1,0
627,Turkey Wrap (V8),lunch,328,21.3,30.9,11.6,2.9,284,15.4,45,0,1,1,0,1,0,1,1,0
628,Bean and Vegetable Stew (V8),lunch,270,14.0,36.6,5.2,7.9,432,16.5,45,1,1,0,0,0,1,1,1,0
629,Salmon with Sweet Potato (V8),lunch,362,25.9,30.2,12.1,3.5,422,6.0,40,1,1,0,0,1,0,1,0,0
630,Mushroom Risotto (V8),lunch,403,10.6,58.4,12.7,3.2,743,10.4,25,0,0,0,0,0,0,1,1,0
631,Chicken Caesar Salad (V8),lunch,451,31.6,22.6,22.6,3.4,513,5.9,40,0,0,0,1,1,0,1,0,0
